price,location,area,bedrooms,bathrooms,purpose,property_type
29000000.0,"Royal Residencia - Block A, Royal Residencia, Lahore, Punjab",12.0,5.0,6.0,For Sale,House
18000000.0,"Bahria Orchard Phase 2, Bahria Orchard, Lahore, Punjab",5.0,3.0,5.0,For Sale,House
22500000.0,"Park View City - Tulip Block, Park View City, Lahore, Punjab",5.0,4.0,4.0,For Sale,House
21000000.0,"Park View City - Tulip Extension Block, Park View City, Lahore, Punjab",5.0,4.0,4.0,For Sale,House
110000000.0,"Defence Raya, DHA Defence, Lahore, Punjab",20.0,6.0,7.0,For Sale,House
49000000.0,"Punjab Coop Housing - Block B, Punjab Coop Housing Society, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
170000000.0,"Gulberg 2 - Block B, Gulberg 2, Gulberg, Lahore, Punjab",22.0,6.0,6.0,For Sale,House
12900000.0,"Allama Iqbal Town, Lahore, Punjab",3.0,3.0,3.0,For Sale,House
34000000.0,"Samanabad, Lahore, Punjab",5.0,5.0,6.0,For Sale,House
27799999.999999996,"Samanabad, Lahore, Punjab",5.0,6.0,6.0,For Sale,House
19000000.0,"Dream Avenue Lahore, Lahore, Punjab",5.0,4.0,4.0,For Sale,House
81000000.0,"DHA Phase 7 - Block T, DHA Phase 7, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
440000000.0,"DHA Phase 6, DHA Defence, Lahore, Punjab",40.0,7.0,6.0,For Sale,House
18500000.0,"Eden Boulevard Housing Scheme, College Road, Lahore, Punjab",5.0,4.0,5.0,For Sale,House
15500000.0,"Military Accounts Housing Society, Lahore, Punjab",4.0,3.0,4.0,For Sale,House
12000000.0,"Bahria Orchard Phase 4 - Block G5, Bahria Orchard Phase 4, Bahria Orchard, Lahore, Punjab",5.0,4.0,5.0,For Sale,House
17800000.0,"Sabzazar Scheme - Block L, Sabzazar Scheme, Lahore, Punjab",3.8,3.0,4.0,For Sale,House
29800000.0,"Bahria Town - Umar Block, Bahria Town - Sector B, Bahria Town, Lahore, Punjab",8.0,5.0,6.0,For Sale,House
55000000.0,"Paragon City, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
23500000.0,"Canal Garden - Block A, Canal Garden, Lahore, Punjab",5.0,5.0,6.0,For Sale,House
23000000.0,"Wapda Town Phase 1 - Block G2, Wapda Town Phase 1, Wapda Town, Lahore, Punjab",6.0,4.0,5.0,For Sale,House
160000000.0,"DHA Phase 8 - Ex Park View, DHA Phase 8, DHA Defence, Lahore, Punjab",20.0,6.0,6.0,For Sale,House
45000000.0,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8, DHA Defence, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
19500000.0,"Shahid Town, Ferozepur Road, Lahore, Punjab",5.0,5.0,6.0,For Sale,House
59000000.0,"Lake City - Sector M-2A, Lake City, Raiwind Road, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
62500000.0,"Lake City - Sector M-2, Lake City, Raiwind Road, Lahore, Punjab",20.0,6.0,7.0,For Sale,House
18200000.0,"Sabzazar Scheme - Block H, Sabzazar Scheme, Lahore, Punjab",5.0,2.0,2.0,For Sale,House
43500000.0,"Sabzazar Scheme - Block K, Sabzazar Scheme, Lahore, Punjab",10.0,5.0,5.0,For Sale,House
23000000.0,"Sabzazar Scheme - Block M, Sabzazar Scheme, Lahore, Punjab",5.0,7.0,6.0,For Sale,House
18800000.0,"Sabzazar Scheme - Block P, Sabzazar Scheme, Lahore, Punjab",3.5,3.0,4.0,For Sale,House
22500000.0,"Bahria Orchard Phase 1 - Eastern, Bahria Orchard Phase 1, Bahria Orchard, Lahore, Punjab",5.0,3.0,5.0,For Sale,House
14500000.0,"OLC - Block A, Overseas Low Cost, Bahria Orchard Phase 2, Bahria Orchard, Lahore, Punjab",5.0,3.0,4.0,For Sale,House
40000000.0,"Bahria Orchard Phase 1 - Central, Bahria Orchard Phase 1, Bahria Orchard, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
36000000.0,"Bahria Orchard Phase 1 - Central, Bahria Orchard Phase 1, Bahria Orchard, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
24200000.0,"Sabzazar Scheme - Block N, Sabzazar Scheme, Lahore, Punjab",5.0,4.0,4.0,For Sale,House
16900000.0,"Canal Gardens - Block AA, Canal Garden, Lahore, Punjab",5.0,3.0,4.0,For Sale,House
52500000.0,"Canal Garden, Lahore, Punjab",20.0,5.0,5.0,For Sale,House
58000000.0,"PIA Housing Scheme - Block A, PIA Housing Scheme, Lahore, Punjab",12.0,5.0,6.0,For Sale,House
29000000.0,"PIA Housing Scheme - Block A, PIA Housing Scheme, Lahore, Punjab",5.0,6.0,6.0,For Sale,House
36500000.0,"PIA Housing Scheme - Block A, PIA Housing Scheme, Lahore, Punjab",10.0,5.0,5.0,For Sale,House
19500000.0,"DHA 11 Rahbar Phase 2 - Block L, DHA 11 Rahbar Phase 2, DHA 11 Rahbar, Lahore, Punjab",6.0,3.0,4.0,For Sale,House
119000000.0,"Lake City, Raiwind Road, Lahore, Punjab",20.0,7.0,7.0,For Sale,House
75000000.0,"Fazaia Housing Scheme Phase 1 - Block H, Fazaia Housing Scheme Phase 1, Fazaia Housing Scheme, Lahore, Punjab",20.0,6.0,6.0,For Sale,House
19900000.0,"Al Hafeez Garden Phase 2 - Adil Block, Al Hafeez Garden - Phase 2, Main Canal Bank Road, Lahore, Punjab",5.0,4.0,5.0,For Sale,House
51100000.0,"DHA Phase 7, DHA Defence, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
56000000.0,"DHA Phase 4, DHA Defence, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
18500000.0,"Bahria Town - Overseas Enclave, Bahria Town, Lahore, Punjab",5.0,3.0,4.0,For Sale,House
18000000.0,"DHA 9 Town, DHA Defence, Lahore, Punjab",5.0,3.0,4.0,For Sale,House
57500000.0,"Wapda Town Phase 1, Wapda Town, Lahore, Punjab",20.0,6.0,6.0,For Sale,House
65000000.0,"NFC 1 - Block C (NE), NFC 1, Lahore, Punjab",20.0,7.0,6.0,For Sale,House
40000000.0,"DHA Defence, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
51000000.0,"Askari 10 - Sector D, Askari 10, Askari, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
58500000.0,"Khayaban-e-Amin - Block L, Khayaban-e-Amin, Lahore, Punjab",20.0,6.0,6.0,For Sale,House
62500000.0,"DHA Phase 1, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
64000000.0,"DHA Phase 4, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
17000000.0,"Formanites Housing Scheme, Lahore, Punjab",5.0,4.0,5.0,For Sale,House
40000000.0,"Green City - Block A, Green City, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
25000000.0,"Green City - Block C, Green City, Lahore, Punjab",5.0,3.0,4.0,For Sale,House
27799999.999999996,"Bahria Town - Ali Block, Bahria Town - Sector B, Bahria Town, Lahore, Punjab",8.0,4.0,4.0,For Sale,House
13500000.0,"Park View City - Diamond Block, Park View City, Lahore, Punjab",5.0,4.0,4.0,For Sale,House
38000000.0,"Wapda Town Phase 1 - Block G2, Wapda Town Phase 1, Wapda Town, Lahore, Punjab",10.0,4.0,4.0,For Sale,House
9500000.0,"Edenabad, Eden, Lahore, Punjab",3.2,3.0,3.0,For Sale,House
66500000.0,"DHA Phase 6 - Block N, DHA Phase 6, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
38000000.0,"Paragon City, Lahore, Punjab",9.0,5.0,6.0,For Sale,House
54900000.0,"DHA Phase 5, DHA Defence, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
54000000.0,"DHA Phase 6, DHA Defence, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
124000000.0,"DHA Phase 6 - Block K, DHA Phase 6, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
21200000.0,"DHA 9 Town, DHA Defence, Lahore, Punjab",5.0,3.0,4.0,For Sale,House
48000000.0,"Bahria Town - Sector C, Bahria Town, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
78900000.0,"DHA Phase 6, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
75000000.0,"Allama Iqbal Town - College Block, Allama Iqbal Town, Lahore, Punjab",20.0,5.0,5.0,For Sale,House
21500000.0,"Low Cost - Block D Extension, Low Cost Sector, Bahria Orchard Phase 2, Bahria Orchard, Lahore, Punjab",8.0,5.0,6.0,For Sale,House
16000000.0,"Low Cost - Block H, Low Cost Sector, Bahria Orchard Phase 2, Bahria Orchard, Lahore, Punjab",8.0,5.0,6.0,For Sale,House
35000000.0,"Bankers Avenue Cooperative Housing Society, Lahore, Punjab",18.0,5.0,6.0,For Sale,House
15000000.0,"Bismillah Housing Scheme, GT Road, Lahore, Punjab",4.0,6.0,6.0,For Sale,House
17500000.0,"Bahria Town - Safari Villas, Bahria Town - Sector B, Bahria Town, Lahore, Punjab",5.0,3.0,4.0,For Sale,House
52500000.0,"Paragon City - Orchard 1 Block, Paragon City, Lahore, Punjab",10.0,4.0,4.0,For Sale,House
51000000.0,"Paragon City - Imperial 1 Block, Paragon City, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
30500000.0,"Architects Engineers Housing Society, Lahore, Punjab",8.5,6.0,6.0,For Sale,House
7000000.0,"Amina Park - Block B, Amina Park, Lahore, Punjab",2.5,2.0,3.0,For Sale,House
55000000.0,"Canal View, Lahore, Punjab",20.0,4.0,5.0,For Sale,House
29000000.0,"DHA Phase 3, DHA Defence, Lahore, Punjab",5.0,4.0,5.0,For Sale,House
8000000.0,"Ghous Garden - Phase 4, Ghous Garden, Lahore, Punjab",3.0,3.0,3.0,For Sale,House
32000000.0,"Bahria Orchard, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
38000000.0,"Bahria Orchard, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
26000000.0,"Bahria Orchard, Lahore, Punjab",8.0,5.0,6.0,For Sale,House
42000000.0,"Bahria Orchard, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
9500000.0,"Charrar, Lahore, Punjab",3.0,3.0,3.0,For Sale,House
12000000.0,"Township - Sector A2, Township, Lahore, Punjab",2.0,3.0,3.0,For Sale,House
22500000.0,"Jubilee Town - Block F, Jubilee Town, Lahore, Punjab",5.0,6.0,7.0,For Sale,House
415000000.0,"DHA Phase 6 - Block H, DHA Phase 6, DHA Defence, Lahore, Punjab",40.0,6.0,7.0,For Sale,House
19500000.0,"Tricon Village, Lahore, Punjab",5.0,3.0,3.0,For Sale,House
18000000.0,"Township, Lahore, Punjab",5.0,6.0,5.0,For Sale,House
13000000.0,"Township, Lahore, Punjab",2.0,5.0,5.0,For Sale,House
15000000.0,"Eden Lane Villas 2, Eden, Lahore, Punjab",5.0,4.0,3.0,For Sale,House
66500000.0,"DHA Phase 1 - Block A, DHA Phase 1, DHA Defence, Lahore, Punjab",20.0,6.0,6.0,For Sale,House
60500000.0,"DHA Phase 5 - Block L, DHA Phase 5, DHA Defence, Lahore, Punjab",12.0,4.0,5.0,For Sale,House
68900000.0,"DHA Phase 1, DHA Defence, Lahore, Punjab",20.0,6.0,6.0,For Sale,House
69700000.0,"DHA Phase 5, DHA Defence, Lahore, Punjab",20.0,5.0,7.0,For Sale,House
45000000.0,"DHA Phase 6 - Block D, DHA Phase 6, DHA Defence, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
43000000.0,"DHA Phase 7 - Block Y, DHA Phase 7, DHA Defence, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
150000000.0,"Bahria Town - Gulbahar Block, Bahria Town - Sector C, Bahria Town, Lahore, Punjab",22.0,5.0,6.0,For Sale,House
45000000.0,"Bahria Town - Overseas A, Bahria Town - Overseas Enclave, Bahria Town, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
28000000.0,"Bahria Town - Umar Block, Bahria Town - Sector B, Bahria Town, Lahore, Punjab",8.0,4.0,5.0,For Sale,House
57500000.0,"Askari 11, Askari, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
86000000.0,"Lake City Meadows Phase 1, Lake City Meadows, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
40599999.99999999,"Lake City, Raiwind Road, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
19200000.0,"Lake City, Raiwind Road, Lahore, Punjab",5.0,3.0,3.0,For Sale,House
120000000.0,"Lake City, Raiwind Road, Lahore, Punjab",20.0,8.0,7.0,For Sale,House
39000000.0,"Lake City - Sector M-1, Lake City, Raiwind Road, Lahore, Punjab",8.0,6.0,7.0,For Sale,House
38900000.0,"Golf View Residencia - Phase 1, Golf View Residencia, Bahria Town, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
38500000.0,"Jubilee Town - Block B, Jubilee Town, Lahore, Punjab",10.0,6.0,7.0,For Sale,House
245000000.0,"Cantt, Lahore, Punjab",34.0,6.0,5.0,For Sale,House
33500000.0,"Architects Engineers Housing Society, Lahore, Punjab",10.0,5.0,5.0,For Sale,House
104000000.0,"Askari 10 - Sector F, Askari 10, Askari, Lahore, Punjab",17.0,5.0,6.0,For Sale,House
63500000.0,"Askari 11 - Sector B, Askari 11, Askari, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
17000000.0,"Bahria Orchard Phase 1 - Eastern Extension, Bahria Orchard Phase 1, Bahria Orchard, Lahore, Punjab",5.0,3.0,5.0,For Sale,House
24500000.0,"Etihad Town Phase 1, Etihad Town, Raiwind Road, Lahore, Punjab",5.0,4.0,5.0,For Sale,House
18000000.0,"Eden Value Homes, Eden, Lahore, Punjab",5.0,4.0,4.0,For Sale,House
57000000.0,"Bahria Town - Overseas B, Bahria Town - Overseas Enclave, Bahria Town, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
24000000.0,"Bahria Town - Ali Block, Bahria Town - Sector B, Bahria Town, Lahore, Punjab",5.0,3.0,3.0,For Sale,House
31000000.0,"DHA 9 Town - Block A, DHA 9 Town, DHA Defence, Lahore, Punjab",5.0,3.0,4.0,For Sale,House
370000000.0,"DHA Phase 7 - Block Q, DHA Phase 7, DHA Defence, Lahore, Punjab",60.0,6.0,6.0,For Sale,House
22500000.0,"Park View City - Rose Block, Park View City, Lahore, Punjab",5.0,3.0,5.0,For Sale,House
18000000.0,"Al Jalil Garden, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
36000000.0,"Johar Town Phase 1 - Block G, Johar Town Phase 1, Johar Town, Lahore, Punjab",7.0,4.0,3.0,For Sale,House
37500000.0,"PIA Housing Scheme, Lahore, Punjab",10.0,5.0,5.0,For Sale,House
600000000.0,"DHA Phase 6 - Block D, DHA Phase 6, DHA Defence, Lahore, Punjab",40.0,6.0,7.0,For Sale,House
400000000.0,"DHA Phase 6 - Block K, DHA Phase 6, DHA Defence, Lahore, Punjab",40.0,5.0,6.0,For Sale,House
43000000.0,"Nasheman-e-Iqbal, Lahore, Punjab",10.0,6.0,7.0,For Sale,House
23000000.0,"Revenue Society, Lahore, Punjab",5.0,3.0,3.0,For Sale,House
82100000.00000001,"DHA Phase 6, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
55000000.0,"Askari 11 - Sector A, Askari 11, Askari, Lahore, Punjab",11.0,5.0,6.0,For Sale,House
142500000.0,"DHA Phase 8 - Ex Park View, DHA Phase 8, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
19500000.0,"OLC - Block A, Overseas Low Cost, Bahria Orchard Phase 2, Bahria Orchard, Lahore, Punjab",5.0,4.0,4.0,For Sale,House
49500000.0,"DHA Phase 8 - Ex Park View, DHA Phase 8, DHA Defence, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
30000000.0,"Chinar Bagh, Lahore, Punjab",20.0,4.0,5.0,For Sale,House
46000000.0,"Chinar Bagh, Lahore, Punjab",20.0,7.0,6.0,For Sale,House
28000000.0,"Civil Defence, Lahore, Punjab",5.0,9.0,7.0,For Sale,House
75000000.0,"DHA Phase 6 - Block M, DHA Phase 6, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
72500000.0,"DHA Phase 6 - Block N, DHA Phase 6, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
79000000.0,"DHA Phase 7 - Block W, DHA Phase 7, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
72500000.0,"DHA Phase 5 - Block K, DHA Phase 5, DHA Defence, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
95000000.0,"DHA Phase 5 - Block K, DHA Phase 5, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
145000000.0,"DHA Phase 6 - Block K, DHA Phase 6, DHA Defence, Lahore, Punjab",20.0,6.0,7.0,For Sale,House
77500000.0,"DHA Phase 3 - Block W, DHA Phase 3, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
82500000.0,"DHA Phase 6 - Block E, DHA Phase 6, DHA Defence, Lahore, Punjab",20.0,6.0,6.0,For Sale,House
29000000.0,"DHA Phase 3 - Block XX, DHA Phase 3, DHA Defence, Lahore, Punjab",5.0,4.0,4.0,For Sale,House
22500000.0,"DHA Phase 5, DHA Defence, Lahore, Punjab",5.0,3.0,4.0,For Sale,House
44500000.0,"Askari 11 - Sector A, Askari 11, Askari, Lahore, Punjab",10.0,3.0,3.0,For Sale,House
94000000.0,"Askari 10 - Sector F, Askari 10, Askari, Lahore, Punjab",17.0,5.0,6.0,For Sale,House
370000000.0,"DHA Phase 7, DHA Defence, Lahore, Punjab",60.0,5.0,6.0,For Sale,House
12500000.0,"Marghzar Officers Colony, Lahore, Punjab",3.5,3.0,4.0,For Sale,House
35000000.0,"Johar Town, Lahore, Punjab",5.5,4.0,4.0,For Sale,House
62500000.0,"DHA Phase 3 - Block Y, DHA Phase 3, DHA Defence, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
66800000.0,"DHA Phase 1 - Block J, DHA Phase 1, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
12400000.0,"Jubilee Town - Block C, Jubilee Town, Lahore, Punjab",3.0,3.0,4.0,For Sale,House
38900000.0,"Bahria Town - Umar Block, Bahria Town - Sector B, Bahria Town, Lahore, Punjab",8.0,5.0,6.0,For Sale,House
77500000.0,"DHA Phase 6 - Block J, DHA Phase 6, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
65500000.0,"DHA Phase 7 - Block W, DHA Phase 7, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
54000000.0,"Bahria Town - Janiper Block, Bahria Town - Sector C, Bahria Town, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
38000000.0,"Bahria Town - Talha Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
32500000.0,"Etihad Town Phase 1, Etihad Town, Raiwind Road, Lahore, Punjab",5.0,4.0,5.0,For Sale,House
67500000.0,"DHA Phase 7 - Block T, DHA Phase 7, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
40000000.0,"DHA Phase 8, DHA Defence, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
118000000.0,"DHA Phase 5, DHA Defence, Lahore, Punjab",20.0,6.0,7.0,For Sale,House
20500000.0,"DHA 9 Town - Block D, DHA 9 Town, DHA Defence, Lahore, Punjab",5.0,3.0,4.0,For Sale,House
45000000.0,"DHA Phase 7 - Block U, DHA Phase 7, DHA Defence, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
36000000.0,"Eden Palace Villas, Eden, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
26000000.0,"Etihad Town Phase 1 - Block B, Etihad Town Phase 1, Etihad Town, Raiwind Road, Lahore, Punjab",5.0,3.0,4.0,For Sale,House
27500000.0,"Etihad Town Phase 1, Etihad Town, Raiwind Road, Lahore, Punjab",5.0,4.0,5.0,For Sale,House
39000000.0,"Lake City, Raiwind Road, Lahore, Punjab",7.0,5.0,6.0,For Sale,House
10500000.0,"New Lahore City, Lahore, Punjab",5.0,3.0,4.0,For Sale,House
126500000.0,"DHA Phase 7, DHA Defence, Lahore, Punjab",40.0,5.0,6.0,For Sale,House
8850000.0,"Tajpura, Lahore, Punjab",3.0,3.0,3.0,For Sale,House
10300000.0,"Al-Kabir Phase 2 - Block E, Al-Kabir Town - Phase 2, Al-Kabir Town, Raiwind Road, Lahore, Punjab",3.0,4.0,4.0,For Sale,House
102500000.0,"EME Society, Lahore, Punjab",32.0,10.0,6.0,For Sale,House
46000000.0,"PCSIR Housing Scheme Phase 2, PCSIR Housing Scheme, Lahore, Punjab",10.0,6.0,7.0,For Sale,House
8500000.0,"Al-Ghani Garden Phase 2, Al-Ghani Garden, GT Road, Lahore, Punjab",2.6,3.0,3.0,For Sale,House
44000000.0,"Faisal Town - Block C, Faisal Town, Lahore, Punjab",10.0,4.0,4.0,For Sale,House
25000000.0,"Formanites Housing Scheme, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
20000000.0,"PGECHS Phase 2, Punjab Govt Employees Society, Lahore, Punjab",5.0,4.0,4.0,For Sale,House
110000000.0,"DHA Phase 6 - Block D, DHA Phase 6, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
137500000.0,"DHA Phase 7, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
12000000.0,"Al Raheem Gardens Phase 5, GT Road, Lahore, Punjab",3.0,3.0,4.0,For Sale,House
155000000.0,"Model Town - Block K, Model Town, Lahore, Punjab",20.0,6.0,6.0,For Sale,House
180000000.0,"Gulberg, Lahore, Punjab",32.0,7.0,6.0,For Sale,House
110000000.0,"Cantt, Lahore, Punjab",20.0,4.0,4.0,For Sale,House
25800000.0,"Allama Iqbal Town - Neelam Block, Allama Iqbal Town, Lahore, Punjab",5.0,6.0,6.0,For Sale,House
19000000.0,"Nasheman Iqbal Phase 2 - Block A2, Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal, Lahore, Punjab",5.0,6.0,6.0,For Sale,House
30000000.0,"Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
21500000.0,"Park View City - Crystal Block, Park View City, Lahore, Punjab",5.0,4.0,4.0,For Sale,House
77500000.0,"Bahria Town - Gulmohar Block, Bahria Town - Sector C, Bahria Town, Lahore, Punjab",20.0,6.0,7.0,For Sale,House
33000000.0,"Bahria Town - Overseas B, Bahria Town - Overseas Enclave, Bahria Town, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
102500000.0,"DHA Phase 7 - Block T, DHA Phase 7, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
110000000.0,"DHA Phase 7 - Block Y, DHA Phase 7, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
395000000.0,"DHA Phase 5, DHA Defence, Lahore, Punjab",40.0,5.0,7.0,For Sale,House
270000000.0,"DHA Phase 6 - Block K, DHA Phase 6, DHA Defence, Lahore, Punjab",20.0,6.0,7.0,For Sale,House
11500000.0,"Vital Homes DD, Vital Homes Housing Scheme, Lahore, Punjab",3.0,4.0,4.0,For Sale,House
6500000.0,"Al Noor Park Housing Society, Lahore, Punjab",3.0,3.0,3.0,For Sale,House
45000000.0,"Garden Town - Tariq Block, Garden Town, Lahore, Punjab",10.0,6.0,7.0,For Sale,House
79500000.0,"DHA Phase 7 - Block S, DHA Phase 7, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
39900000.0,"Bahria Town - Sector C, Bahria Town, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
18500000.0,"Gul-e-Damin, Lahore, Punjab",5.0,4.0,4.0,For Sale,House
21000000.0,"Venus Housing Scheme - Block A, Venus Housing Scheme, Lahore, Punjab",6.0,5.0,6.0,For Sale,House
37000000.0,"OPF Housing Scheme, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
8000000.0,"Sheraz Town, Lahore, Punjab",2.5,3.0,3.0,For Sale,House
14000000.0,"Canal Bank Housing Scheme, Lahore, Punjab",4.0,3.0,4.0,For Sale,House
19900000.0,"Bahria Town - Sector D, Bahria Town, Lahore, Punjab",5.0,3.0,3.0,For Sale,House
92500000.0,"PCSIR Housing Scheme Phase 2, PCSIR Housing Scheme, Lahore, Punjab",20.0,6.0,6.0,For Sale,House
22200000.000000004,"Bahria Nasheman, Lahore, Punjab",8.0,5.0,6.0,For Sale,House
42500000.0,"Bahria Orchard Phase 1 - Central, Bahria Orchard Phase 1, Bahria Orchard, Lahore, Punjab",10.0,4.0,4.0,For Sale,House
89000000.0,"DHA Phase 7, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
15000000.0,"Harbanspura, Lahore, Punjab",4.0,5.0,5.0,For Sale,House
19500000.0,"Bahria Homes, Bahria Town - Sector E, Bahria Town, Lahore, Punjab",6.1,3.0,3.0,For Sale,House
40000000.0,"Faisal Town - Block C, Faisal Town, Lahore, Punjab",10.0,5.0,5.0,For Sale,House
34000000.0,"Bahria Town - Sector C, Bahria Town, Lahore, Punjab",8.0,4.0,4.0,For Sale,House
155000000.0,"TECH Society - Block C, TECH Society, Lahore, Punjab",32.0,5.0,5.0,For Sale,House
120000000.0,"Canal View, Lahore, Punjab",42.0,6.0,6.0,For Sale,House
180000000.0,"Johar Town Phase 2 - Block G3, Johar Town Phase 2, Johar Town, Lahore, Punjab",40.0,8.0,6.0,For Sale,House
42500000.0,"Bahria Orchard Phase 1, Bahria Orchard, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
40000000.0,"Bahria Town - Sector F, Bahria Town, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
13500000.0,"Iqbal Park, Lahore, Punjab",2.0,3.0,3.0,For Sale,House
47500000.0,"Paragon City, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
49500000.0,"Bahria Town - Sector D, Bahria Town, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
21000000.0,"Bahria Orchard Phase 2, Bahria Orchard, Lahore, Punjab",8.0,5.0,6.0,For Sale,House
14500000.0,"Bahria Orchard Phase 2, Bahria Orchard, Lahore, Punjab",8.0,2.0,3.0,For Sale,House
70000000.0,"Bahria Town - Gulbahar Block, Bahria Town - Sector C, Bahria Town, Lahore, Punjab",12.0,5.0,7.0,For Sale,House
12000000.0,"Marghzar Officers Colony - Block P, Marghzar Officers Colony, Lahore, Punjab",3.0,3.0,4.0,For Sale,House
15000000.0,"Marghzar Officers Colony, Lahore, Punjab",4.0,6.0,6.0,For Sale,House
8000000.0,"Khayaban-e-Amin - Block N, Khayaban-e-Amin, Lahore, Punjab",5.0,2.0,1.0,For Sale,House
16000000.0,"Habib Homes, Lahore, Punjab",3.0,3.0,3.0,For Sale,House
150000000.0,"DHA Phase 7, DHA Defence, Lahore, Punjab",40.0,5.0,6.0,For Sale,House
28000000.0,"Johar Town Phase 1 - Block F2, Johar Town Phase 1, Johar Town, Lahore, Punjab",7.5,4.0,4.0,For Sale,House
125000000.0,"DHA Phase 6 - Block C, DHA Phase 6, DHA Defence, Lahore, Punjab",28.0,5.0,6.0,For Sale,House
32500000.0,"Alpha Society, Lahore, Punjab",5.0,4.0,4.0,For Sale,House
85000000.0,"Johar Town Phase 1 - Block E1, Johar Town Phase 1, Johar Town, Lahore, Punjab",22.0,5.0,6.0,For Sale,House
19500000.0,"Bahria Town - Block BB, Bahria Town - Sector D, Bahria Town, Lahore, Punjab",5.0,3.0,4.0,For Sale,House
21000000.0,"Bahria Town - Gulbahar Block, Bahria Town - Sector C, Bahria Town, Lahore, Punjab",5.0,3.0,4.0,For Sale,House
