price,location,area,bedrooms,bathrooms,purpose,property_type
48500000.0,"DHA Phase 7 - Block Y, DHA Phase 7, DHA Defence, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
37500000.0,"Paragon City - Woods Block, Paragon City, Lahore, Punjab",10.0,4.0,4.0,For Sale,House
19800000.0,"Paragon City - Woods Block, Paragon City, Lahore, Punjab",5.0,3.0,3.0,For Sale,House
41000000.0,"Paragon City - Imperial 1 Block, Paragon City, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
51000000.0,"Paragon City - Imperial 2 Block, Paragon City, Lahore, Punjab",13.0,4.0,5.0,For Sale,House
86900000.0,"DHA Phase 6, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
73500000.0,"DHA Phase 7, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
19000000.0,"Paragon City, Lahore, Punjab",5.0,3.0,4.0,For Sale,House
18000000.0,"Paragon City, Lahore, Punjab",5.0,3.0,4.0,For Sale,House
70000000.0,"DHA Phase 4 - Block EE, DHA Phase 4, DHA Defence, Lahore, Punjab",20.0,6.0,6.0,For Sale,House
64000000.0,"DHA Phase 4 - Block HH, DHA Phase 4, DHA Defence, Lahore, Punjab",20.0,6.0,6.0,For Sale,House
69500000.0,"DHA Phase 2 - Block T, DHA Phase 2, DHA Defence, Lahore, Punjab",20.0,6.0,6.0,For Sale,House
7800000.0,"Hamza Town Phase 2, Hamza Town, Lahore, Punjab",3.0,3.0,3.0,For Sale,House
150000000.0,"DHA Phase 1, DHA Defence, Lahore, Punjab",40.0,5.0,7.0,For Sale,House
70500000.0,"DHA Phase 7, DHA Defence, Lahore, Punjab",20.0,5.0,7.0,For Sale,House
16000000.0,"Bahria Town - Block BB, Bahria Town - Sector D, Bahria Town, Lahore, Punjab",5.0,3.0,5.0,For Sale,House
91500000.0,"DHA Phase 6 - Block K, DHA Phase 6, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
570000000.0,"DHA Phase 6, DHA Defence, Lahore, Punjab",40.0,7.0,7.0,For Sale,House
78800000.0,"DHA Phase 6, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
44500000.0,"DHA Phase 7 - Block Y, DHA Phase 7, DHA Defence, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
48000000.0,"DHA Phase 4 - Block KK, DHA Phase 4, DHA Defence, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
67500000.0,"DHA Phase 7, DHA Defence, Lahore, Punjab",20.0,5.0,5.0,For Sale,House
22500000.0,"Paragon City - Imperial 1 Block, Paragon City, Lahore, Punjab",5.5,3.0,4.0,For Sale,House
18500000.0,"Paragon City - Executive Block, Paragon City, Lahore, Punjab",5.0,3.0,4.0,For Sale,House
54000000.0,"Paragon City - Orchard 1 Block, Paragon City, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
24500000.0,"Paragon City - Woods Block, Paragon City, Lahore, Punjab",5.0,3.0,3.0,For Sale,House
7500000.0,"College Road, Lahore, Punjab",2.0,3.0,3.0,For Sale,House
140000000.0,"DHA Phase 4 - Block FF, DHA Phase 4, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
53500000.0,"DHA Phase 5 - Block L, DHA Phase 5, DHA Defence, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
70000000.0,"DHA Phase 1 - Block M, DHA Phase 1, DHA Defence, Lahore, Punjab",20.0,6.0,7.0,For Sale,House
75000000.0,"DHA Phase 4 - Block DD, DHA Phase 4, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
46000000.0,"DHA Phase 7 - Block Y, DHA Phase 7, DHA Defence, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
60000000.0,"DHA Phase 1 - Block N, DHA Phase 1, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
39000000.0,"LDA Avenue, Lahore, Punjab",20.0,3.0,4.0,For Sale,House
33500000.0,"LDA Avenue, Lahore, Punjab",10.0,6.0,6.0,For Sale,House
77500000.0,"DHA Phase 7 - Block S, DHA Phase 7, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
25000000.0,"DHA 9 Town, DHA Defence, Lahore, Punjab",5.0,3.0,4.0,For Sale,House
92000000.0,"DHA Phase 6, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
29500000.0,"Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal, Lahore, Punjab",10.0,6.0,7.0,For Sale,House
27500000.0,"Military Accounts Housing Society, Lahore, Punjab",8.0,9.0,7.0,For Sale,House
15500000.0,"Sajid Garden, Lahore, Punjab",3.0,5.0,5.0,For Sale,House
55000000.0,"DHA Phase 8 - Ex Park View, DHA Phase 8, DHA Defence, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
38500000.0,"Johar Town Phase 1, Johar Town, Lahore, Punjab",12.0,4.0,4.0,For Sale,House
11500000.0,"Nishtar Colony, Lahore, Punjab",3.0,4.0,4.0,For Sale,House
155000000.0,"Defence Raya, DHA Defence, Lahore, Punjab",34.0,5.0,7.0,For Sale,House
45000000.0,"Johar Town Phase 1, Johar Town, Lahore, Punjab",12.0,5.0,5.0,For Sale,House
15000000.0,"Military Accounts Housing Society, Lahore, Punjab",4.0,3.0,4.0,For Sale,House
8500000.0,"Elite Town - Block C, Elite Town, Lahore, Punjab",4.0,3.0,4.0,For Sale,House
57500000.0,"Lake City Meadows Phase 1 - Block A, Lake City Meadows Phase 1, Lake City Meadows, Lahore, Punjab",12.0,5.0,5.0,For Sale,House
22500000.0,"Punjab Coop Housing - Block D, Punjab Coop Housing Society, Lahore, Punjab",5.0,3.0,4.0,For Sale,House
67000000.0,"DHA Phase 1 - Block J, DHA Phase 1, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
54000000.0,"DHA Phase 5 - Block E, DHA Phase 5, DHA Defence, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
96000000.0,"Valencia Housing Society, Lahore, Punjab",22.0,6.0,6.0,For Sale,House
57500000.0,"DHA Phase 1, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
51500000.0,"DHA Phase 5, DHA Defence, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
71000000.0,"DHA Phase 1 - Block P, DHA Phase 1, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
180000000.0,"DHA Phase 2, DHA Defence, Lahore, Punjab",40.0,5.0,6.0,For Sale,House
75000000.0,"Lake City, Raiwind Road, Lahore, Punjab",20.0,6.0,6.0,For Sale,House
51000000.0,"Lake City - Sector M-5, Lake City, Raiwind Road, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
19000000.0,"Park View City - Platinum Block, Park View City, Lahore, Punjab",5.0,4.0,4.0,For Sale,House
27000000.0,"Bahria Orchard Phase 2, Bahria Orchard, Lahore, Punjab",8.0,5.0,6.0,For Sale,House
127500000.0,"DHA Phase 6 - Block L, DHA Phase 6, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
23500000.0,"Al Hafeez Garden - Phase 2, Main Canal Bank Road, Lahore, Punjab",5.0,4.0,5.0,For Sale,House
23500000.0,"Lake City - Sector M7 - Block C, Lake City - Sector M-7, Lake City, Raiwind Road, Lahore, Punjab",5.0,4.0,4.0,For Sale,House
39000000.0,"Muslim Town, Lahore, Punjab",11.0,4.0,4.0,For Sale,House
24000000.0,"Bismillah Housing Scheme, GT Road, Lahore, Punjab",5.0,5.0,6.0,For Sale,House
39000000.0,"DHA Phase 4, DHA Defence, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
39000000.0,"DHA Phase 7, DHA Defence, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
18000000.0,"Eastern Housing Lahore, Wagha Town, Lahore, Punjab",5.0,5.0,6.0,For Sale,House
96500000.0,"DHA Phase 7 - Block S, DHA Phase 7, DHA Defence, Lahore, Punjab",40.0,5.0,6.0,For Sale,House
81500000.0,"DHA Phase 6, DHA Defence, Lahore, Punjab",22.0,5.0,6.0,For Sale,House
69500000.0,"DHA Phase 6, DHA Defence, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
56000000.0,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8, DHA Defence, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
23000000.0,"Park View City, Lahore, Punjab",5.0,4.0,4.0,For Sale,House
22500000.0,"Park View City, Lahore, Punjab",5.0,4.0,4.0,For Sale,House
95000000.0,"DHA Phase 7 - Block P, DHA Phase 7, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
80000000.0,"DHA Phase 6 - Block K, DHA Phase 6, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
130000000.0,"DHA Phase 6 - Block D, DHA Phase 6, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
17500000.0,"Bahria Homes, Bahria Town - Sector E, Bahria Town, Lahore, Punjab",6.0,3.0,3.0,For Sale,House
67000000.0,"DHA Phase 7 - Block R, DHA Phase 7, DHA Defence, Lahore, Punjab",20.0,6.0,6.0,For Sale,House
90000000.0,"Model Town, Lahore, Punjab",20.0,6.0,7.0,For Sale,House
54900000.0,"DHA Phase 6, DHA Defence, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
42500000.0,"Gulberg, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
22500000.0,"Formanites Housing Scheme - Block N, Formanites Housing Scheme, Lahore, Punjab",5.0,4.0,5.0,For Sale,House
159000000.0,"DHA Phase 1, DHA Defence, Lahore, Punjab",40.0,6.0,7.0,For Sale,House
63500000.0,"Askari 11 - Sector B, Askari 11, Askari, Lahore, Punjab",12.0,4.0,6.0,For Sale,House
35500000.0,"Central Park - Block G, Central Park Housing Scheme, Lahore, Punjab",10.0,6.0,6.0,For Sale,House
99000000.0,"DHA Phase 7 - Block Y, DHA Phase 7, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
75000000.0,"DHA Phase 6 - Block K, DHA Phase 6, DHA Defence, Lahore, Punjab",20.0,6.0,7.0,For Sale,House
20000000.0,"DHA 9 Town, DHA Defence, Lahore, Punjab",5.0,3.0,4.0,For Sale,House
24500000.0,"Park View City - Tulip Overseas, Park View City, Lahore, Punjab",5.0,4.0,4.0,For Sale,House
39000000.0,"DHA 9 Town, DHA Defence, Lahore, Punjab",8.0,4.0,6.0,For Sale,House
35000000.0,"Nawab Town, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
71500000.0,"DHA Phase 5, DHA Defence, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
72500000.0,"DHA Phase 7 - Block P, DHA Phase 7, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
62500000.0,"DHA Phase 6, DHA Defence, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
285000000.0,"DHA Phase 6, DHA Defence, Lahore, Punjab",60.0,7.0,7.0,For Sale,House
480000000.0,"DHA Phase 6, DHA Defence, Lahore, Punjab",40.0,6.0,6.0,For Sale,House
490000000.0,"DHA Phase 6 - Block E, DHA Phase 6, DHA Defence, Lahore, Punjab",40.0,6.0,7.0,For Sale,House
28500000.0,"Bahria Town - Jasmine Block, Bahria Town - Sector C, Bahria Town, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
21000000.0,"Lahore Medical Housing Society, Lahore, Punjab",5.0,4.0,5.0,For Sale,House
13000000.0,"Canal Bank Housing Scheme, Lahore, Punjab",3.0,3.0,3.0,For Sale,House
11500000.0,"Canal Bank Housing Scheme, Lahore, Punjab",3.0,3.0,3.0,For Sale,House
14500000.0,"Ali Park, Cantt, Lahore, Punjab",3.0,3.0,3.0,For Sale,House
28500000.0,"Bahria Town - Tulip Block, Bahria Town - Sector C, Bahria Town, Lahore, Punjab",10.0,5.0,7.0,For Sale,House
21000000.0,"Central Park - Block A1, Central Park Housing Scheme, Lahore, Punjab",5.0,4.0,4.0,For Sale,House
34000000.0,"PGECHS Phase 2, Punjab Govt Employees Society, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
25900000.0,"Military Accounts Society - Block D, Military Accounts Housing Society, Lahore, Punjab",8.0,6.0,6.0,For Sale,House
19000000.0,"Eden Boulevard Housing Scheme, College Road, Lahore, Punjab",5.0,5.0,6.0,For Sale,House
62500000.0,"DHA Phase 5, DHA Defence, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
68500000.0,"DHA Phase 3, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
119900000.0,"DHA Phase 6 - Block J, DHA Phase 6, DHA Defence, Lahore, Punjab",20.0,6.0,6.0,For Sale,House
22000000.0,"Park View City - Jade Extension Block, Park View City, Lahore, Punjab",5.0,4.0,4.0,For Sale,House
92500000.0,"Askari 10, Askari, Lahore, Punjab",15.0,5.0,6.0,For Sale,House
55000000.0,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8, DHA Defence, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
31000000.0,"Bahria Town - Sector C, Bahria Town, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
48500000.0,"DHA Phase 7, DHA Defence, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
16000000.0,"Park View City - Diamond Block, Park View City, Lahore, Punjab",5.0,4.0,5.0,For Sale,House
37500000.0,"Faisal Town - Block C, Faisal Town, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
33000000.0,"Canal Garden, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
8500000.0,"Al-Ghani Garden Phase 2, Al-Ghani Garden, GT Road, Lahore, Punjab",3.0,3.0,3.0,For Sale,House
13500000.0,"Central Park - Block C, Central Park Housing Scheme, Lahore, Punjab",4.0,3.0,3.0,For Sale,House
112500000.0,"DHA Phase 6 - Block D, DHA Phase 6, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
57500000.0,"DHA Phase 3, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
52500000.0,"DHA Phase 4, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
8500000.0,"Green Town - Main Market Road, Green Town Sector D2, Lahore, Punjab",2.5,3.0,4.0,For Sale,House
7500000.0,"PGECHS Phase 2, Punjab Govt Employees Society, Lahore, Punjab",2.0,3.0,4.0,For Sale,House
37500000.0,"Bahria Orchard, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
52500000.0,"Bahria Orchard, Lahore, Punjab",15.0,7.0,6.0,For Sale,House
51000000.0,"Askari 10, Askari, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
85000000.0,"DHA Phase 8 - Ex Park View, DHA Phase 8, DHA Defence, Lahore, Punjab",20.0,6.0,6.0,For Sale,House
90000000.0,"Askari 10, Askari, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
45000000.0,"DHA Phase 7, DHA Defence, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
55500000.0,"DHA Phase 5, DHA Defence, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
41500000.0,"DHA Phase 7, DHA Defence, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
35000000.0,"DHA 9 Town, DHA Defence, Lahore, Punjab",5.0,3.0,4.0,For Sale,House
130000000.0,"DHA Phase 5, DHA Defence, Lahore, Punjab",20.0,7.0,6.0,For Sale,House
96000000.0,"DHA Phase 6, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
81500000.0,"DHA Phase 7, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
27500000.0,"Bahria Town - Sector C, Bahria Town, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
115000000.0,"DHA Phase 6 - Block D, DHA Phase 6, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
13600000.000000002,"Bahria Orchard Phase 2, Bahria Orchard, Lahore, Punjab",5.0,4.0,5.0,For Sale,House
220000000.0,"DHA Phase 7, DHA Defence, Lahore, Punjab",40.0,5.0,6.0,For Sale,House
38000000.0,"Central Park Housing Scheme, Lahore, Punjab",10.0,6.0,6.0,For Sale,House
36500000.0,"Architects Engineers Housing Society, Lahore, Punjab",10.0,5.0,5.0,For Sale,House
69000000.0,"DHA Phase 3, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
71500000.0,"DHA Phase 6, DHA Defence, Lahore, Punjab",20.0,6.0,7.0,For Sale,House
28000000.0,"Bahria Orchard, Lahore, Punjab",8.0,5.0,6.0,For Sale,House
22500000.0,"Bahria Orchard, Lahore, Punjab",8.0,5.0,6.0,For Sale,House
26500000.0,"Bahria Orchard, Lahore, Punjab",8.0,5.0,6.0,For Sale,House
35200000.0,"Bahria Orchard, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
36000000.0,"Bahria Orchard, Lahore, Punjab",12.0,5.0,6.0,For Sale,House
60000000.0,"Askari 10, Askari, Lahore, Punjab",12.0,4.0,5.0,For Sale,House
72400000.0,"DHA Phase 3 - Block Z, DHA Phase 3, DHA Defence, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
65000000.0,"DHA Phase 4 - Block KK, DHA Phase 4, DHA Defence, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
21500000.0,"Formanities Housing Scheme - Block MM, Formanites Housing Scheme, Lahore, Punjab",5.0,4.0,5.0,For Sale,House
11000000.0,"Formanites Housing Scheme, Lahore, Punjab",3.0,3.0,4.0,For Sale,House
18000000.0,"Formanites Housing Scheme, Lahore, Punjab",5.0,3.0,4.0,For Sale,House
89500000.0,"DHA Phase 7, DHA Defence, Lahore, Punjab",20.0,6.0,7.0,For Sale,House
23800000.0,"Park View City - Tulip Overseas, Park View City, Lahore, Punjab",9.0,5.0,5.0,For Sale,House
32500000.0,"DHA 9 Town - Block B, DHA 9 Town, DHA Defence, Lahore, Punjab",5.0,3.0,4.0,For Sale,House
24500000.0,"DHA 9 Town - Block B, DHA 9 Town, DHA Defence, Lahore, Punjab",5.0,3.0,4.0,For Sale,House
59000000.0,"Bahria Town - Sector B, Bahria Town, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
109500000.0,"DHA Phase 6 - Block K, DHA Phase 6, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
19000000.0,"Bahria Orchard, Lahore, Punjab",5.0,3.0,5.0,For Sale,House
17500000.0,"Bahria Orchard, Lahore, Punjab",5.0,3.0,5.0,For Sale,House
35000000.0,"Bahria Orchard, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
16500000.0,"Bahria Orchard, Lahore, Punjab",5.0,3.0,4.0,For Sale,House
36000000.0,"Park View City, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
92000000.0,"Askari 10, Askari, Lahore, Punjab",15.0,5.0,6.0,For Sale,House
71000000.0,"DHA Phase 7, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
340000000.0,"DHA Phase 6 - Block K, DHA Phase 6, DHA Defence, Lahore, Punjab",40.0,6.0,7.0,For Sale,House
39500000.0,"DHA Phase 7, DHA Defence, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
31500000.0,"Bahria Town - Sector C, Bahria Town, Lahore, Punjab",10.0,6.0,7.0,For Sale,House
27799999.999999996,"DHA 11 Rahbar Phase 2 Extension - Block M, DHA 11 Rahbar Phase 2 Extension, DHA 11 Rahbar, Lahore, Punjab",5.0,3.0,4.0,For Sale,House
72500000.0,"DHA Phase 7 - Block S, DHA Phase 7, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
650000000.0,"DHA Phase 6, DHA Defence, Lahore, Punjab",80.0,6.0,7.0,For Sale,House
37000000.0,"Bahria Orchard, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
14800000.0,"Bahria Orchard, Lahore, Punjab",5.0,3.0,5.0,For Sale,House
19500000.0,"Bahria Orchard, Lahore, Punjab",6.0,3.0,5.0,For Sale,House
23500000.0,"Bahria Orchard, Lahore, Punjab",8.0,5.0,6.0,For Sale,House
28000000.0,"Park View City, Lahore, Punjab",6.0,5.0,6.0,For Sale,House
20200000.0,"DHA 9 Town, DHA Defence, Lahore, Punjab",5.0,3.0,5.0,For Sale,House
12500000.0,"Aftab Garden, Lahore, Punjab",5.0,3.0,3.0,For Sale,House
69500000.0,"DHA Phase 7 - Block U, DHA Phase 7, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
81000000.0,"DHA Phase 6 - Block K, DHA Phase 6, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
66900000.00000001,"DHA Phase 7, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
81500000.0,"DHA Phase 6 - Block D, DHA Phase 6, DHA Defence, Lahore, Punjab",20.0,6.0,7.0,For Sale,House
18500000.0,"Al-Kabir Phase 2 - Block C, Al-Kabir Town - Phase 2, Al-Kabir Town, Raiwind Road, Lahore, Punjab",5.0,3.0,4.0,For Sale,House
79000000.0,"Valencia Housing Society, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
120000000.0,"Valencia - Block B, Valencia Housing Society, Lahore, Punjab",24.0,9.0,7.0,For Sale,House
97500000.0,"DHA Phase 7 - Block Y, DHA Phase 7, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
120000000.0,"DHA Phase 7 - Block V, DHA Phase 7, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
375000000.0,"DHA Phase 6 - Block K, DHA Phase 6, DHA Defence, Lahore, Punjab",40.0,6.0,6.0,For Sale,House
32500000.0,"Bahria Orchard, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
21500000.0,"Bahria Orchard, Lahore, Punjab",5.0,3.0,5.0,For Sale,House
24000000.0,"Bahria Orchard, Lahore, Punjab",10.0,4.0,6.0,For Sale,House
28500000.0,"Bahria Orchard, Lahore, Punjab",8.0,5.0,6.0,For Sale,House
77000000.0,"DHA Phase 7 - Block T, DHA Phase 7, DHA Defence, Lahore, Punjab",20.0,6.0,7.0,For Sale,House
18700000.0,"Wapda Town Phase 1, Wapda Town, Lahore, Punjab",5.0,3.0,4.0,For Sale,House
27000000.0,"Pak Arab Housing Society Phase 1, Pak Arab Housing Society, Lahore, Punjab",6.7,5.0,6.0,For Sale,House
23000000.0,"Park View City - Tulip Overseas, Park View City, Lahore, Punjab",5.0,4.0,4.0,For Sale,House
42500000.0,"Lake City - Sector M-1, Lake City, Raiwind Road, Lahore, Punjab",12.0,5.0,6.0,For Sale,House
50000000.0,"Askari 10, Askari, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
53000000.0,"Askari 10, Askari, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
15800000.0,"Eden Residencia, Eden, Lahore, Punjab",4.0,4.0,6.0,For Sale,House
52500000.0,"Lake City - Sector M-2A, Lake City, Raiwind Road, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
79000000.0,"DHA Phase 7, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
179899999.99999997,"DHA Phase 6, DHA Defence, Lahore, Punjab",40.0,6.0,7.0,For Sale,House
23500000.0,"Lake City, Raiwind Road, Lahore, Punjab",5.0,4.0,5.0,For Sale,House
50000000.0,"Bahria Town - Quaid Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
30000000.0,"DHA 9 Town - Block B, DHA 9 Town, DHA Defence, Lahore, Punjab",5.0,3.0,4.0,For Sale,House
22500000.0,"DHA 11 Rahbar Phase 2, DHA 11 Rahbar, Lahore, Punjab",5.0,3.0,4.0,For Sale,House
180000000.0,"DHA Phase 8, DHA Defence, Lahore, Punjab",20.0,7.0,7.0,For Sale,House
63000000.0,"DHA Phase 3, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
15500000.0,"Bahria Orchard, Lahore, Punjab",5.0,3.0,5.0,For Sale,House
20000000.0,"Bahria Orchard, Lahore, Punjab",5.0,3.0,5.0,For Sale,House
25000000.0,"Bahria Orchard, Lahore, Punjab",5.0,3.0,5.0,For Sale,House
24000000.0,"Bahria Orchard, Lahore, Punjab",8.0,5.0,6.0,For Sale,House
300000000.0,"Model Town - Block K, Model Town, Lahore, Punjab",80.0,7.0,6.0,For Sale,House
235000000.0,"Cantt, Lahore, Punjab",60.0,3.0,4.0,For Sale,House
280000000.0,"Asad Jan Road, Cantt, Lahore, Punjab",40.0,7.0,6.0,For Sale,House
55000000.0,"DHA Phase 5, DHA Defence, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
130000000.0,"DHA Phase 1 - Block J, DHA Phase 1, DHA Defence, Lahore, Punjab",40.0,6.0,7.0,For Sale,House
92500000.0,"DHA Phase 6, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
72500000.0,"DHA Phase 4, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
270000000.0,"DHA Phase 6 - Block M, DHA Phase 6, DHA Defence, Lahore, Punjab",40.0,6.0,7.0,For Sale,House
130000000.0,"Fazaia Housing Scheme Phase 1, Fazaia Housing Scheme, Lahore, Punjab",20.0,8.0,6.0,For Sale,House
289900000.0,"DHA Phase 6, DHA Defence, Lahore, Punjab",40.0,6.0,7.0,For Sale,House
77500000.0,"DHA Phase 7, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
102500000.0,"DHA Phase 7 - Block S, DHA Phase 7, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
75000000.0,"Airline Housing Society, Lahore, Punjab",20.0,7.0,7.0,For Sale,House
26500000.0,"Gulshan-e-Lahore, Lahore, Punjab",5.0,5.0,6.0,For Sale,House
18200000.0,"Ali Park, Cantt, Lahore, Punjab",5.0,3.0,3.0,For Sale,House
31000000.0,"Cavalry Ground, Lahore, Punjab",5.0,3.0,4.0,For Sale,House
380000000.0,"DHA Phase 6 - Block K, DHA Phase 6, DHA Defence, Lahore, Punjab",40.0,6.0,6.0,For Sale,House
52000000.0,"DHA Phase 6 - Block A, DHA Phase 6, DHA Defence, Lahore, Punjab",10.0,4.0,6.0,For Sale,House
43000000.0,"DHA Phase 7, DHA Defence, Lahore, Punjab",10.0,5.0,7.0,For Sale,House
19000000.0,"DHA 9 Town - Block B, DHA 9 Town, DHA Defence, Lahore, Punjab",5.0,4.0,5.0,For Sale,House
38000000.0,"Punjab Coop Housing Society, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
24500000.0,"DHA Phase 6, DHA Defence, Lahore, Punjab",5.0,4.0,5.0,For Sale,House
61500000.0,"DHA Phase 5 - Block J, DHA Phase 5, DHA Defence, Lahore, Punjab",10.0,5.0,6.0,For Sale,House
12000000.0,"Formanites Housing Scheme, Lahore, Punjab",3.0,3.0,3.0,For Sale,House
21500000.0,"Audit & Accounts Phase 1, Audit & Accounts Housing Society, Lahore, Punjab",9.0,3.0,4.0,For Sale,House
180000000.0,"DHA Phase 7 - Block R, DHA Phase 7, DHA Defence, Lahore, Punjab",40.0,5.0,5.0,For Sale,House
120000000.0,"DHA Phase 7, DHA Defence, Lahore, Punjab",20.0,7.0,7.0,For Sale,House
77500000.0,"DHA Phase 6, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
115000000.0,"DHA Phase 5 - Block G, DHA Phase 5, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
85500000.0,"DHA Phase 6, DHA Defence, Lahore, Punjab",20.0,5.0,6.0,For Sale,House
38000000.0,"Lake City Meadows Phase 1, Lake City Meadows, Lahore, Punjab",10.0,4.0,5.0,For Sale,House
19500000.0,"Bahria Town - Safari Villas, Bahria Town - Sector B, Bahria Town, Lahore, Punjab",8.0,3.0,4.0,For Sale,House
